artist,song_name,quarterly_date,n_streams
The Jackson 5,I Saw Mommy Kissing Santa Claus,2020 Q4,3045452
Ariana Grande,Stuck with U (with Justin Bieber),2020 Q4,2975523
Shawn Mendes,Monster (Shawn Mendes & Justin Bieber),2020 Q4,2965685
Perry Como,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),2020 Q4,2944105
Liam Payne,Naughty List (with Dixie),2020 Q4,2883449
Headie One,Only You Freestyle,2020 Q4,2816171
Taylor Swift,champagne problems,2020 Q4,2812198
The Ronettes,Sleigh Ride,2020 Q4,2797269
Tion Wayne,Deluded (feat. MIST),2020 Q4,2771537
JP Saxe,If the World Was Ending (feat. Julia Michaels),2020 Q4,2768175
Michael Bublé,Santa Claus Is Coming to Town,2020 Q4,2752484
Taylor Swift,"no body, no crime (feat. HAIM)",2020 Q4,2667831
Gwen Stefani,You Make It Feel Like Christmas (feat. Blake Shelton),2020 Q4,2660198
dutchavelli,Bando Diaries,2020 Q4,2656064
D-Block Europe,UFO,2020 Q4,2624179
Stevie Wonder,What Christmas Means To Me,2020 Q4,2554962
Headie One,Ain't It Different (feat. AJ Tracey & Stormzy),2020 Q4,2500630
Britney Spears,My Only Wish (This Year),2020 Q4,2491676
Little Mix,Sweet Melody,2020 Q4,2485699
Noah Cyrus,July,2020 Q4,2483587
GRM Daily,Burning (feat. M Huncho & Dutchavelli),2020 Q4,2469426
Travis Scott,FRANCHISE (feat. Young Thug & M.I.A.),2020 Q4,2381174
Sam Fischer,This City,2020 Q4,2377419
Nathan Dawe,No Time For Tears,2020 Q4,2371361
Paul McCartney,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,2020 Q4,2350601
Chris Brown,No Guidance (feat. Drake),2020 Q4,2343676
Bruce Springsteen,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",2020 Q4,2343151
Queen,Thank God It's Christmas - Non-Album Single,2020 Q4,2327181
East 17,Stay Another Day,2020 Q4,2322380
Ava Max,Christmas Without You,2020 Q4,2317276
dutchavelli,Cool With Me (feat. M1llionz),2020 Q4,2314959
Kid Cudi,Show Out (with Skepta & Pop Smoke),2020 Q4,2278903
Dominic Fike,3 Nights,2020 Q4,2242901
Dua Lipa,Break My Heart,2020 Q4,2225630
Bryan Adams,Summer Of '69,2020 Q4,2216906
Kygo,Higher Love,2020 Q4,2204708
Shawn Mendes,Monster (Shawn Mendes & Justin Bieber),2020 Q4,2185769
George Ezra,Shotgun,2020 Q4,2161693
Journey,Don't Stop Believin',2020 Q4,2161148
Eartha Kitt,Santa Baby (with Henri René & His Orchestra),2020 Q4,2147930
Shawn Mendes,Wonder,2020 Q4,2138994
The Beach Boys,Little Saint Nick - 1991 Remix,2020 Q4,2131954
The Kid LAROI,ALWAYS DO,2020 Q4,2125982
Ed Sheeran,Afterglow,2020 Q4,2118113
blackbear,hot girl bummer,2020 Q4,2116042
Saweetie,Tap In,2020 Q4,2115984
Burl Ives,A Holly Jolly Christmas - Single Version,2020 Q4,2113851
Passenger,Let Her Go,2020 Q4,2110052
Snow Patrol,Chasing Cars,2020 Q4,2085867
Hozier,Take Me To Church,2020 Q4,2078915
Labrinth,Still Don't Know My Name,2020 Q4,2073615
Ariana Grande,Santa Baby,2020 Q4,2066805
Ariana Grande,off the table (with The Weeknd),2020 Q4,2033923
Wilbur Soot,Your New Boyfriend,2020 Q4,2022685
Little Mix,Confetti,2020 Q4,2012911
Ariana Grande,just like magic,2020 Q4,2005984
Taylor Swift,gold rush,2020 Q4,2001226
Niko B,Who's That What's That,2020 Q4,1981658
Ava Max,Kings & Queens,2020 Q4,1978547
Taylor Swift,‘tis the damn season,2020 Q4,1967721
Machine Gun Kelly,forget me too (feat. Halsey),2020 Q4,1926888
Nines,Airplane Mode (feat. NSG),2020 Q4,1915253
CORPSE,E-GIRLS ARE RUINING MY LIFE!,2020 Q4,1905337
Ariana Grande,safety net (feat. Ty Dolla $ign),2020 Q4,1890116
Headie One,Both,2020 Q4,1884574
Michael Bublé,Jingle Bells (feat. The Puppini Sisters),2020 Q4,1873188
Juice WRLD,Reminds Me Of You,2020 Q4,1857012
Ed Sheeran,I Don't Care (with Justin Bieber),2020 Q4,1836469
21 Savage,Mr. Right Now (feat. Drake),2020 Q4,1818611
Oasis,Don't Look Back in Anger - Remastered,2020 Q4,1808109
The Kooks,Naive,2020 Q4,1801555
Lil Peep,Star Shopping,2020 Q4,1795679
Polo G,21,2020 Q4,1790348
PARTYNEXTDOOR,BELIEVE IT,2020 Q4,1775624
Juice WRLD,Righteous,2020 Q4,1770432
M Huncho,5AM,2020 Q4,1764706
Electric Light Orchestra,Mr. Blue Sky,2020 Q4,1757489
Shawn Mendes,Señorita,2020 Q4,1743524
Miley Cyrus,Party In The U.S.A.,2020 Q4,1734330
Taylor Swift,tolerate it,2020 Q4,1731783
The Kooks,She Moves In Her Own Way,2020 Q4,1725762
Giggs,Straight Murder (Giggs & David) [feat. Dave],2020 Q4,1685937
Diplo,On My Mind,2020 Q4,1631176
Jubël,Dancing In The Moonlight (feat. NEIMY),2020 Q4,1625011
Headie One,Princess Cuts (feat. Young T & Bugsey),2020 Q4,1596476
Little Mix,Holiday,2020 Q4,1587282
Mykola Dmytrovych Leontovych,Carol of the Bells,2020 Q4,1574826
Vedo,You Got It,2020 Q4,1568691
D-Block Europe,UFO,2020 Q4,1552565
Otis Redding,Merry Christmas Baby,2020 Q4,1547260
Ty Dolla $ign,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",2020 Q4,1514364
Michael Bublé,Cold December Night,2020 Q4,1499884
CJ,Whoopty,2020 Q4,1491673
HVME,Goosebumps,2020 Q4,1485185
Ariana Grande,shut up,2020 Q4,1474503
Daryl Hall & John Oates,Jingle Bell Rock - Daryl's Version,2020 Q4,1456874
Michael Bublé,I'll Be Home for Christmas,2020 Q4,1444483
Loski,Flavour - feat. Stormzy,2020 Q4,1439835
Don Toliver,After Party,2020 Q4,1439054
Miley Cyrus,Prisoner (feat. Dua Lipa),2020 Q4,1395294
Chunkz,Hold,2020 Q4,1387310
Dave,Professor X,2020 Q4,1384738
Ariana Grande,nasty,2020 Q4,1374542
Dua Lipa,Hallucinate,2020 Q4,1369345
John Legend,All of Me,2020 Q4,1367843
Ariana Grande,my hair,2020 Q4,1355215
Headie One,Only You Freestyle,2020 Q4,1352841
Miley Cyrus,Plastic Hearts,2020 Q4,1331020
Oasis,Wonderwall,2020 Q4,1327169
Digga D,Daily Duppy - Part 1,2020 Q4,1303415
Ariana Grande,six thirty,2020 Q4,1249705
Bryson Tiller,Outta Time (feat. Drake),2020 Q4,1238392
Ella Henderson,Blame It On The Mistletoe,2020 Q4,1227756
Ariana Grande,obvious,2020 Q4,1202496
Taylor Swift,happiness,2020 Q4,1181223
D-Block Europe,Destiny,2020 Q4,1162932
Ariana Grande,love language,2020 Q4,1146497
BTS,Life Goes On,2020 Q4,1141606
The Ronettes,Frosty the Snowman,2020 Q4,1132975
Ariana Grande,west side,2020 Q4,1123021
Eminem,Gnat,2020 Q4,1104736
J. Cole,No Role Modelz,2020 Q4,1088061
Taylor Swift,dorothea,2020 Q4,1082148
Queen,Don't Stop Me Now - Remastered 2011,2020 Q4,1081403
Taylor Swift,coney island (feat. The National),2020 Q4,1076621
Taylor Swift,ivy,2020 Q4,1056959
The Kid LAROI,SO DONE,2020 Q4,1042628
Fousheé,Deep End,2020 Q4,1034823
Regard,Ride It,2020 Q4,1033658
The Lumineers,Ophelia,2020 Q4,1030454
Trevor Daniel,Falling,2020 Q4,1027871
Donny Hathaway,This Christmas,2020 Q4,1023775
MoStack,Miss Me (feat. AJ Tracey),2020 Q4,1017981
Taylor Swift,long story short,2020 Q4,997465
Mariah Carey,Oh Santa! (feat. Ariana Grande & Jennifer Hudson),2020 Q4,977303
Eagles,Please Come Home for Christmas - 2013 Remaster,2020 Q4,971461
Ella Fitzgerald,Sleigh Ride,2020 Q4,970021
Taylor Swift,evermore (feat. Bon Iver),2020 Q4,969475
Bring Me The Horizon,Teardrops,2020 Q4,968455
Headie One,Bumpy Ride (feat. M Huncho),2020 Q4,966678
Little Mix,Break Up Song,2020 Q4,963915
Mariah Carey,Christmas (Baby Please Come Home),2020 Q4,963351
Little Mix,Happiness,2020 Q4,962071
Tony Bennett,Winter Wonderland,2020 Q4,943757
Headie One,Only You Freestyle,2020 Q4,943021
dutchavelli,Cool With Me (feat. M1llionz),2020 Q4,935873
Taylor Swift,cowboy like me,2020 Q4,933244
Taylor Swift,marjorie,2020 Q4,902799
Abra Cadabra,Spin This Coupe,2020 Q4,902324
Machine Gun Kelly,bloody valentine,2020 Q4,895005
Polo G,Epidemic,2020 Q4,889141
Headie One,Parlez-Vous Anglais (feat. Aitch),2020 Q4,883357
Miley Cyrus,Heart Of Glass (Live from the iHeart Festival),2020 Q4,882034
Bobby Helms,Jingle Bell Rock,2020 Q4,868088
Calvin Harris,Over Now (with The Weeknd),2020 Q4,830360
Taylor Swift,closure,2020 Q4,820954
WhoHeem,Lets Link,2020 Q4,811780
dutchavelli,Bando Diaries,2020 Q4,804581
Taylor Swift,cardigan,2020 Q4,800524
D-Block Europe,We Won,2020 Q4,799757
Headie One,Try Me (feat. Skepta),2020 Q4,790363
Pop Smoke,Something Special,2020 Q4,789048
dutchavelli,Never Really Mine,2020 Q4,777148
Billie Eilish,when the party's over,2020 Q4,757417
salem ilese,Mad at Disney,2020 Q4,735791
Burna Boy,Real Life (feat. Stormzy),2020 Q4,725583
OFB,BLM (feat. Abra Cadabra),2020 Q4,721806
Dave,Thiago Silva,2020 Q4,707841
Headie One,Hear No Evil (feat. Future),2020 Q4,707509
Joel Corry,Sorry,2020 Q4,699670
Juice WRLD,Hate The Other Side (with Marshmello & The Kid Laroi),2020 Q4,697431
Keala Settle,This Is Me,2020 Q4,694147
D-Block Europe,Perkosex,2020 Q4,690789
Avicii,Wake Me Up,2020 Q4,682804
Ed Sheeran,Thinking out Loud,2020 Q4,677590
21 Savage,Runnin,2020 Q4,669177
Shawn Mendes,The Christmas Song (Shawn Mendes & Camila Cabello),2020 Q4,644012
Juice WRLD,Real Shit (with benny blanco),2020 Q4,631805
Bring Me The Horizon,Teardrops,2020 Q4,629861
Headie One,Teach Me,2020 Q4,611953
Headie One,Psalm 35,2020 Q4,610654
M Huncho,Flooded,2020 Q4,601174
The Darkness,Christmas Time (Don't Let the Bells End),2020 Q4,593175
Headie One,Triple Science,2020 Q4,592592
Meghan Trainor,My Kind Of Present,2020 Q4,589814
Kid Cudi,Tequila Shots,2020 Q4,581588
Miley Cyrus,Angels Like You,2020 Q4,574768
Jonas Brothers,I Need You Christmas,2020 Q4,573842
BLACKPINK,Bet You Wanna (feat. Cardi B),2020 Q4,573416
Bring Me The Horizon,Kingslayer (feat. BABYMETAL),2020 Q4,566803
Michael Bublé,White Christmas (with Shania Twain),2020 Q4,566782
The Waitresses,Christmas Wrapping,2020 Q4,560465
BLACKPINK,Lovesick Girls,2020 Q4,559561
Headie One,21 Gun Salute (feat. Young Adz),2020 Q4,558008
Michael Jackson,Thriller,2020 Q4,556932
Greg Lake,I Believe in Father Christmas - 2017 - Remaster,2020 Q4,554539
Kelly Clarkson,Under The Mistletoe,2020 Q4,554224
Little Mix,Not a Pop Song,2020 Q4,551556
Bring Me The Horizon,1x1 (feat. Nova Twins),2020 Q4,551024
Destiny's Child,8 Days of Christmas,2020 Q4,550075
Darlene Love,Christmas (Baby Please Come Home),2020 Q4,539313
SAINt JHN,Roses - Imanbek Remix,2020 Q4,537401
Headie One,The Light,2020 Q4,526956
Loski,Flavour - feat. Stormzy,2020 Q4,525978
Dean Martin,"Baby, It's Cold Outside",2020 Q4,522113
Jonas Brothers,Like It's Christmas,2020 Q4,519721
Meghan Trainor,I'll Be Home,2020 Q4,514514
AJ Tracey,Graveyard Shift (feat. slowthai),2020 Q4,513763
Michael Bublé,All I Want for Christmas Is You,2020 Q4,513212
Eminem,Black Magic (feat. Skylar Grey),2020 Q4,511504
Michael Bublé,Have Yourself a Merry Little Christmas,2020 Q4,510489
21 Savage,Rich Nigga Shit (feat. Young Thug),2020 Q4,501281
Taylor Swift,Christmas Tree Farm,2020 Q4,500817
Nat King Cole,Joy To The World,2020 Q4,499127
Bing Crosby,It's Beginning To Look A Lot Like Christmas,2020 Q4,494877
Sam Smith,The Lighthouse Keeper,2020 Q4,492898
21 Savage,Glock In My Lap,2020 Q4,492028
José Feliciano,Feliz Navidad,2020 Q4,490423
SZA,Good Days,2020 Q4,488473
Lily Allen,Somewhere Only We Know,2020 Q4,485228
Michael Bublé,Christmas (Baby Please Come Home),2020 Q4,484745
M Huncho,5AM,2020 Q4,479230
Digga D,Daily Duppy - Pt.1,2020 Q4,478667
Dean Martin,Rudolph The Red-Nosed Reindeer,2020 Q4,478460
Nat King Cole,Deck The Halls,2020 Q4,476941
Headie One,Parlez-Vous Anglais (feat. Aitch),2020 Q4,474630
Eminem,Alfred’s Theme,2020 Q4,472536
Bring Me The Horizon,Parasite Eve,2020 Q4,470619
Bring Me The Horizon,Obey (with YUNGBLUD),2020 Q4,466853
Little Mix,Gloves Up,2020 Q4,466230
Bring Me The Horizon,"Dear Diary,",2020 Q4,465733
Lil Tjay,Move On - Bonus,2020 Q4,464973
D-Block Europe,Birds Are Chirping,2020 Q4,464098
Rudimental,"Be the One (feat. MORGAN, Digga D & TIKE)",2020 Q4,463665
dutchavelli,Zero Zero,2020 Q4,462082
D-Block Europe,Proud,2020 Q4,461752
Mother Mother,Hayloft,2020 Q4,460076
Little Mix,A Mess (Happy 4 U),2020 Q4,458068
ZAYN,Better,2020 Q4,455913
Sean Kingston,Eenie Meenie,2020 Q4,455443
Ty Dolla $ign,Spicy (feat. Post Malone),2020 Q4,454886
Headie One,Bumpy Ride (feat. M Huncho),2020 Q4,451691
YUNGBLUD,acting like that (feat. Machine Gun Kelly),2020 Q4,449229
Dua Lipa,Levitating (feat. DaBaby),2020 Q4,444945
Little Mix,Nothing But My Feelings,2020 Q4,443440
Little Mix,Not a Pop Song,2020 Q4,437402
dutchavelli,I’ll Call You Back,2020 Q4,435310
21 Savage,Many Men,2020 Q4,434624
Royal Blood,Trouble’s Coming,2020 Q4,434039
dutchavelli,Only If You Knew,2020 Q4,432664
Joji,Gimme Love,2020 Q4,432285
24kGoldn,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",2020 Q4,430915
Kid Cudi,She Knows This,2020 Q4,429147
Ray Parker Jr.,Ghostbusters,2020 Q4,426621
Bugzy Malone,Don't Cry,2020 Q4,424233
Giggs,Buff Baddies,2020 Q4,423822
Headie One,F U Pay Me,2020 Q4,422183
Chip,Flowers,2020 Q4,421636
Headie One,Everything Nice (feat. Haile),2020 Q4,420593
BTS,Fly To My Room,2020 Q4,417835
Digga D,Daily Duppy - Part 2,2020 Q4,416867
dutchavelli,Kaka,2020 Q4,409988
Miley Cyrus,WTF Do I Know,2020 Q4,409778
21 Savage,Slidin,2020 Q4,408885
Headie One,Five Figures,2020 Q4,407930
Studio Killers,Jenny (I Wanna Ruin Our Friendship),2020 Q4,406988
AC/DC,Highway to Hell,2020 Q4,403430
Yxng Bane,Cut Me Off (feat. D-Block Europe),2020 Q4,402864
BTS,Dis-ease,2020 Q4,402358
Machine Gun Kelly,drunk face,2020 Q4,401485
Little Mix,My Love Won't Let You Down,2020 Q4,401479
Bryson Tiller,Always Forever,2020 Q4,399926
Not3s,One More Time (feat. AJ Tracey),2020 Q4,399468
BTS,Telepathy,2020 Q4,399397
Baccara,"Yes Sir, I Can Boogie",2020 Q4,398823
BTS,Blue & Grey,2020 Q4,397067
Queen,Bohemian Rhapsody - Remastered 2011,2020 Q4,394756
Bryson Tiller,Years Go By,2020 Q4,392493
Joji,Your Man,2020 Q4,392057
Little Mix,Rendezvous,2020 Q4,391007
Yung Bleu,You’re Mines Still (feat. Drake),2020 Q4,388605
Headie One,Mainstream,2020 Q4,388506
Doja Cat,Say So,2020 Q4,388338
The Kid LAROI,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",2020 Q4,386982
WizKid,Ginger (feat. Burna Boy),2020 Q4,385995
Miley Cyrus,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),2020 Q4,384911
Liam Gallagher,All You're Dreaming Of,2020 Q4,383328
Little Mix,If You Want My Love,2020 Q4,382199
Morrisson,Bad Guy (feat. Loski),2020 Q4,382161
Dua Lipa,Fever,2020 Q4,378855
Joji,Ew,2020 Q4,378166
Sam Smith,Dancing With A Stranger (with Normani),2020 Q4,375540
Joji,Daylight,2020 Q4,373030
Headie One,Breathing,2020 Q4,370749
Maluma,Hawái - Remix,2020 Q4,369954
Lil Tjay,Losses - Bonus,2020 Q4,367877
BTS,Stay,2020 Q4,367020
Little Mix,Breathe,2020 Q4,366299
NSG,Kate Winslet (feat. Unknown T),2020 Q4,366097
D-Block Europe,Shame On Me,2020 Q4,365962
M Huncho,Louis Vuitton/Lost Hope,2020 Q4,365884
The Plug,Curvy,2020 Q4,361160
Taylor Swift,exile (feat. Bon Iver),2020 Q4,360241
Young T & Bugsey,Don't Rush (feat. Headie One),2020 Q4,359172
D-Block Europe,Destiny,2020 Q4,358068
Ariana Grande,7 rings,2020 Q4,356138
The Kid LAROI,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),2020 Q4,356053
Beyoncé,Savage Remix (feat. Beyoncé),2020 Q4,355857
D-Block Europe,Top Thai,2020 Q4,355289
Joji,MODUS,2020 Q4,353676
Billie Eilish,my future,2020 Q4,353317
BLACKPINK,Ice Cream (with Selena Gomez),2020 Q4,352941
Adele,Someone Like You,2020 Q4,352282
Marshmello,OK Not To Be OK,2020 Q4,350573
Justin Timberlake,Mirrors,2020 Q4,348418
BLACKPINK,Pretty Savage,2020 Q4,348107
Sam Smith,Kids Again,2020 Q4,347249
Foster The People,Pumped Up Kicks,2020 Q4,346755
Machine Gun Kelly,all I know (feat. Trippie Redd),2020 Q4,346412
Ty Dolla $ign,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",2020 Q4,345587
Little Mix,Happiness,2020 Q4,343943
Bring Me The Horizon,Ludens,2020 Q4,343862
Sam Feldt,Post Malone (feat. RANI),2020 Q4,343279
SL,Excuse Me (feat. Unknown T),2020 Q4,342593
Machine Gun Kelly,kiss kiss,2020 Q4,341307
Rihanna,Disturbia,2020 Q4,341225
Bryson Tiller,Inhale,2020 Q4,341112
Sam Smith,How Do You Sleep?,2020 Q4,341036
Headie One,Try Me (feat. Skepta),2020 Q4,340137
Internet Money,Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix],2020 Q4,340037
Machine Gun Kelly,title track,2020 Q4,339925
M Huncho,PMW,2020 Q4,338241
Sam Smith,My Oasis (feat. Burna Boy),2020 Q4,337780
Jack Harlow,Tyler Herro,2020 Q4,337486
MEDUZA,Lose Control,2020 Q4,334258
TOTO,Africa,2020 Q4,333759
"Earth, Wind & Fire",September,2020 Q4,331489
Swarmz,How Do You Want It (feat. Krept & Konan and Bandokay),2020 Q4,330259
Young T & Bugsey,Strike a Pose (feat. Aitch),2020 Q4,329643
Olivia Rodrigo,drivers license,2021 Q1,39954266
The Kid LAROI,WITHOUT YOU,2021 Q1,20299175
Anne-Marie,Don't Play,2021 Q1,16492012
Tiësto,The Business,2021 Q1,15993114
MEDUZA,Paradise (feat. Dermot Kennedy),2021 Q1,15250980
The Weeknd,Blinding Lights,2021 Q1,15170568
Joel Corry,Head & Heart (feat. MNEK),2021 Q1,15079996
24kGoldn,Mood (feat. iann dior),2021 Q1,14199153
SZA,Good Days,2021 Q1,14014253
Lil Tjay,Calling My Phone,2021 Q1,13966722
Doja Cat,Streets,2021 Q1,13428511
Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",2021 Q1,13261385
Pop Smoke,What You Know Bout Love,2021 Q1,12983159
Ariana Grande,positions,2021 Q1,12279358
Dua Lipa,Levitating (feat. DaBaby),2021 Q1,12244367
Ariana Grande,34+35,2021 Q1,11923930
Little Mix,Sweet Melody,2021 Q1,11842469
The Weeknd,Save Your Tears,2021 Q1,11805635
Justin Bieber,Anyone,2021 Q1,11702214
Shane Codd,Get Out My Head,2021 Q1,11670289
Tate McRae,you broke me first,2021 Q1,11064773
Nathan Evans,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,2021 Q1,11016490
HVME,Goosebumps,2021 Q1,10777325
Riton,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,2021 Q1,10370055
Glass Animals,Heat Waves,2021 Q1,10275549
A1 x J1,Latest Trends,2021 Q1,10213054
Ed Sheeran,Afterglow,2021 Q1,10056133
Miley Cyrus,Prisoner (feat. Dua Lipa),2021 Q1,10040791
Lewis Capaldi,Someone You Loved,2021 Q1,9895614
CJ,Whoopty,2021 Q1,9865378
Central Cee,Loading,2021 Q1,9176194
Cardi B,WAP (feat. Megan Thee Stallion),2021 Q1,8923490
The Killers,Mr. Brightside,2021 Q1,8896088
Fredo,Money Talks (feat. Dave),2021 Q1,8845550
Harry Styles,Watermelon Sugar,2021 Q1,8778276
Wes Nelson,See Nobody,2021 Q1,8676463
DaBaby,ROCKSTAR (feat. Roddy Ricch),2021 Q1,8572253
Billie Eilish,Therefore I Am,2021 Q1,8421226
Harry Styles,Golden,2021 Q1,8290372
Juice WRLD,Wishing Well,2021 Q1,8185798
Juice WRLD,Lucid Dreams,2021 Q1,8128252
KSI,Really Love (feat. Craig David & Digital Farm Animals),2021 Q1,8121260
The Neighbourhood,Sweater Weather,2021 Q1,7697152
Arctic Monkeys,Why'd You Only Call Me When You're High?,2021 Q1,7684768
Paul Woolford,Looking for Me,2021 Q1,7575863
James Arthur,Train Wreck,2021 Q1,7571366
Pop Smoke,For The Night (feat. Lil Baby & DaBaby),2021 Q1,7545325
Juice WRLD,Robbery,2021 Q1,7428906
Taylor Swift,willow,2021 Q1,7397453
ATB,Your Love (9PM),2021 Q1,7354510
Pop Smoke,Mood Swings (feat. Lil Tjay),2021 Q1,7231586
Cardi B,Up,2021 Q1,7136329
Fleetwood Mac,Dreams - 2004 Remaster,2021 Q1,7128812
SAINt JHN,Roses - Imanbek Remix,2021 Q1,7086459
Arctic Monkeys,Do I Wanna Know?,2021 Q1,6983826
Headie One,Ain't It Different (feat. AJ Tracey & Stormzy),2021 Q1,6877944
Lewis Capaldi,Before You Go,2021 Q1,6831676
Nathan Dawe,Lighter (feat. KSI),2021 Q1,6657722
Wilbur Soot,Your New Boyfriend,2021 Q1,6619883
Juice WRLD,All Girls Are The Same,2021 Q1,6593472
Dave,Location (feat. Burna Boy),2021 Q1,6509077
Nathan Dawe,No Time For Tears,2021 Q1,6500482
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,2021 Q1,6416011
Tones And I,Dance Monkey,2021 Q1,6407954
BANNERS,Someone To You,2021 Q1,6327134
Drake,Laugh Now Cry Later (feat. Lil Durk),2021 Q1,6278458
Harry Styles,Falling,2021 Q1,6217401
Dua Lipa,Don't Start Now,2021 Q1,6216041
Polo G,Martin & Gina,2021 Q1,6192484
Jason Derulo,Take You Dancing,2021 Q1,6123456
Lil Nas X,HOLIDAY,2021 Q1,6027344
Lady Gaga,Rain On Me (with Ariana Grande),2021 Q1,6022418
Fumez The Engineer,A92 x Fumez The Engineer - Plugged In Freestyle,2021 Q1,5885394
Saweetie,Best Friend (feat. Doja Cat),2021 Q1,5863879
Conan Gray,Heather,2021 Q1,5827643
Vance Joy,Riptide,2021 Q1,5816800
Sigala,Lasting Lover,2021 Q1,5783949
D-Block Europe,UFO,2021 Q1,5755973
Mother Mother,Hayloft,2021 Q1,5693637
Lil Tjay,F.N,2021 Q1,5660493
Pop Smoke,Dior,2021 Q1,5564468
Harry Styles,Adore You,2021 Q1,5549325
Lil Mosey,Blueberry Faygo,2021 Q1,5540280
James Arthur,Say You Won't Let Go,2021 Q1,5523026
Coldplay,Yellow,2021 Q1,5449346
Hozier,Take Me To Church,2021 Q1,5434505
Lewis Capaldi,Bruises,2021 Q1,5433515
Jax Jones,i miss u (with Au/Ra),2021 Q1,5409863
The Neighbourhood,Daddy Issues,2021 Q1,5329465
Justin Bieber,Holy (feat. Chance The Rapper),2021 Q1,5320340
Jawsh 685,Savage Love (Laxed - Siren Beat),2021 Q1,5314268
Juice WRLD,Come & Go (with Marshmello),2021 Q1,5197355
Powfu,death bed (coffee for your head),2021 Q1,5140389
Miley Cyrus,Midnight Sky,2021 Q1,5110242
AJ Tracey,West Ten,2021 Q1,5091721
Toploader,Dancing in the Moonlight,2021 Q1,5084547
Eminem,Godzilla (feat. Juice WRLD),2021 Q1,5074346
XXXTENTACION,Jocelyn Flores,2021 Q1,5038769
Masked Wolf,Astronaut In The Ocean,2021 Q1,5011316
Topic,Breaking Me,2021 Q1,5000828
DJ Khaled,GREECE (feat. Drake),2021 Q1,4999395
Arctic Monkeys,505,2021 Q1,4963392
Lady Gaga,Shallow,2021 Q1,4960258
Post Malone,Circles,2021 Q1,4957769
BTS,Dynamite,2021 Q1,4925405
S1mba,Rover (feat. DTG),2021 Q1,4925161
Chris Brown,Go Crazy,2021 Q1,4912612
MKTO,Classic,2021 Q1,4884738
Travis Scott,goosebumps,2021 Q1,4833404
Billie Eilish,lovely (with Khalid),2021 Q1,4819293
Roddy Ricch,The Box,2021 Q1,4819127
CJ,Whoopty,2021 Q1,4806892
Dermot Kennedy,Giants,2021 Q1,4800202
Joel Corry,Lonely,2021 Q1,4793525
Shawn Mendes,Monster (Shawn Mendes & Justin Bieber),2021 Q1,4790540
Joel Corry,BED,2021 Q1,4784843
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),2021 Q1,4783651
Navos,Believe Me,2021 Q1,4694090
Nirvana,Smells Like Teen Spirit,2021 Q1,4637638
Yung Bleu,You’re Mines Still (feat. Drake),2021 Q1,4635377
Fleetwood Mac,The Chain - 2004 Remaster,2021 Q1,4619442
Billie Eilish,bad guy,2021 Q1,4582701
Tame Impala,The Less I Know The Better,2021 Q1,4559404
Dean Lewis,Be Alright,2021 Q1,4531867
Fleetwood Mac,Go Your Own Way - 2004 Remaster,2021 Q1,4478298
AJ Tracey,Ladbroke Grove,2021 Q1,4477921
Fleetwood Mac,Everywhere - 2017 Remaster,2021 Q1,4474998
The Kid LAROI,SO DONE,2021 Q1,4466161
Imagine Dragons,Believer,2021 Q1,4453766
Stormzy,Own It (feat. Ed Sheeran & Burna Boy),2021 Q1,4448979
Pop Smoke,The Woo (feat. 50 Cent & Roddy Ricch),2021 Q1,4444630
Ryn Weaver,Pierre,2021 Q1,4402831
J. Cole,No Role Modelz,2021 Q1,4359516
John Legend,All of Me,2021 Q1,4343726
Journey,Don't Stop Believin',2021 Q1,4327090
The Lumineers,Ophelia,2021 Q1,4317177
Avicii,Wake Me Up,2021 Q1,4299779
Tion Wayne,I Dunno (feat. Dutchavelli & Stormzy),2021 Q1,4293322
Nelly Furtado,Promiscuous,2021 Q1,4261798
Central Cee,Commitment Issues,2021 Q1,4257011
The Kooks,Naive,2021 Q1,4228167
Dua Lipa,We're Good,2021 Q1,4222858
Travis Scott,Goosebumps - Remix,2021 Q1,4202519
Clean Bandit,Tick Tock (feat. 24kGoldn),2021 Q1,4116745
Future,Life Is Good (feat. Drake),2021 Q1,4096259
Duncan Laurence,Arcade,2021 Q1,4088925
AJ Tracey,Dinner Guest (feat. MoStack),2021 Q1,4052796
Digga D,Bringing It Back,2021 Q1,4046280
Wilkinson,Afterglow,2021 Q1,4018752
Lewis Capaldi,Hold Me While You Wait,2021 Q1,3940297
Passenger,Let Her Go,2021 Q1,3900531
Snow Patrol,Chasing Cars,2021 Q1,3869511
Arctic Monkeys,When The Sun Goes Down,2021 Q1,3860070
