artist,song_name,quarterly_date,n_streams,genre,Genre_Group
Ed Sheeran,Photograph,2017 Q1,7813232.0,Pop,Pop
Shawn Mendes,Mercy,2017 Q1,7751494.0,Pop,Pop
Anne-Marie,Ciao Adios,2017 Q1,7691304.0,Pop,Pop
Drake,Passionfruit,2017 Q1,7493337.0,Rap,Rap/Hip-Hop
Ed Sheeran,Save Myself,2017 Q1,7351249.0,Soft Pop,Pop
Bruno Mars,That's What I Like,2017 Q1,7162125.0,Pop,Pop
Ed Sheeran,Thinking out Loud,2017 Q1,6997717.0,Pop,Pop
The Killers,Mr. Brightside,2017 Q1,6989052.0,Indie,Indie
Zedd,Stay (with Alessia Cara),2017 Q1,6983383.0,Edm,Electronic
Maroon 5,Cold,2017 Q1,6867633.0,Rock,Rock/Punk/Metal
Drake,Controlla,2017 Q1,6667861.0,Rap,Rap/Hip-Hop
Imagine Dragons,Believer,2017 Q1,6649526.0,Indie,Indie
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",2017 Q1,6598501.0,Pop,Pop
Mura Masa,Love$ick,2017 Q1,6365319.0,Electronic,Electronic
Martin Garrix,In the Name of Love,2017 Q1,6224416.0,Electronic,Electronic
Drake,Too Good,2017 Q1,6136589.0,Rap,Rap/Hip-Hop
Naughty Boy,Should've Been Me,2017 Q1,6043688.0,Unknown,Unknown
Shawn Mendes,Treat You Better,2017 Q1,5900947.0,Pop,Pop
The Chainsmokers,Don't Let Me Down (feat. Daya),2017 Q1,5892798.0,Electronic,Electronic
Sia,The Greatest (feat. Kendrick Lamar),2017 Q1,5647414.0,Pop,Pop
Twenty One Pilots,Heathens,2017 Q1,5570456.0,Rock,Rock/Punk/Metal
Childish Gambino,Redbone,2017 Q1,5562796.0,Soul,Soul
Dave,Samantha,2017 Q1,5468130.0,Grime,Electronic
Lorde,Green Light,2017 Q1,5336755.0,Pop,Pop
The Kooks,Naive,2017 Q1,5323740.0,Indie,Indie
Big Sean,Bounce Back,2017 Q1,5133266.0,Hip-Hop,Rap/Hip-Hop
The 1975,The Sound,2017 Q1,5118650.0,Pop,Pop
The Chainsmokers,All We Know,2017 Q1,5084107.0,Pop,Pop
Calvin Harris,This Is What You Came For (feat. Rihanna),2017 Q1,5049772.0,Edm,Electronic
Justin Bieber,Sorry,2017 Q1,5042671.0,Pop,Pop
The Weeknd,Party Monster,2017 Q1,4987741.0,R&B,R&B
Two Door Cinema Club,What You Know,2017 Q1,4959945.0,Indie,Indie
James Arthur,Safe Inside,2017 Q1,4896731.0,Soft Pop,Pop
Zara Larsson,Lush Life,2017 Q1,4835246.0,R&B,R&B
Louisa,So Good,2017 Q1,4805817.0,Unknown,Unknown
Drake,Blem,2017 Q1,4779094.0,Rap,Rap/Hip-Hop
Giggs,Lock Doh,2017 Q1,4770115.0,Grime,Electronic
R. Kelly,Ignition - Remix,2017 Q1,4723650.0,R&B,R&B
Kanye West,Stronger,2017 Q1,4708135.0,Hip-Hop,Rap/Hip-Hop
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,2017 Q1,4697822.0,House,Dance/House
Tinie Tempah,Girls Like (feat. Zara Larsson),2017 Q1,4658443.0,Grime,Electronic
Arctic Monkeys,Fluorescent Adolescent,2017 Q1,4604524.0,Indie,Indie
Bebe Rexha,I Got You,2017 Q1,4601002.0,Pop,Pop
Calum Scott,Dancing On My Own,2017 Q1,4565823.0,Soft Pop,Pop
Justin Bieber,Love Yourself,2017 Q1,4404566.0,Pop,Pop
Jonas Blue,Perfect Strangers,2017 Q1,4378676.0,House,Dance/House
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),2017 Q1,4372752.0,Pop,Pop
Bastille,Pompeii,2017 Q1,4360230.0,Rock,Rock/Punk/Metal
Clean Bandit,Symphony (feat. Zara Larsson),2017 Q1,4346495.0,Pop,Pop
Sigala,Only One - Radio Edit,2017 Q1,4339949.0,Dance,Dance/House
Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,2017 Q1,4337053.0,Edm,Electronic
James Bay,Let It Go,2017 Q1,4331128.0,Pop,Pop
Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners),2017 Q1,4312885.0,Unknown,Unknown
Ed Sheeran,Tenerife Sea,2017 Q1,4263982.0,Pop,Pop
Ariana Grande,Into You,2017 Q1,4250046.0,Pop,Pop
Future,Mask Off,2017 Q1,4244676.0,Hip-Hop,Rap/Hip-Hop
M.O,Not In Love,2017 Q1,4244193.0,Hip-Hop,Rap/Hip-Hop
Ed Sheeran,Don't,2017 Q1,4234007.0,Pop,Pop
J. Cole,Deja Vu,2017 Q1,4220785.0,Rap,Rap/Hip-Hop
Drake,KMT,2017 Q1,4204864.0,Rap,Rap/Hip-Hop
James Hersey,Miss You,2017 Q1,4173158.0,House,Dance/House
Lukas Graham,7 Years,2017 Q1,4155342.0,Funk,Funk
Jon Bellion,All Time Low,2017 Q1,4122494.0,Electronic,Electronic
Ed Sheeran,The A Team,2017 Q1,4114496.0,Pop,Pop
Sia,Move Your Body - Single Mix,2017 Q1,4055906.0,Electronic,Electronic
Twenty One Pilots,Stressed Out,2017 Q1,4035179.0,Rock,Rock/Punk/Metal
Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",2017 Q1,4032705.0,Soft Pop,Pop
Stormzy,Shut Up,2017 Q1,4018083.0,Grime,Electronic
Stormzy,Cigarettes & Cush (feat. Kehlani & Lily Allen),2017 Q1,3961379.0,Grime,Electronic
The White Stripes,Seven Nation Army,2017 Q1,3958346.0,Rock,Rock/Punk/Metal
Stormzy,Cold,2017 Q1,3906002.0,Grime,Electronic
Shawn Mendes,Stitches,2017 Q1,3870528.0,Pop,Pop
Drake,Jumpman,2017 Q1,3858951.0,Rap,Rap/Hip-Hop
Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",2017 Q1,3803944.0,Rap,Rap/Hip-Hop
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",2017 Q1,3793268.0,Rap,Rap/Hip-Hop
Arctic Monkeys,Do I Wanna Know?,2017 Q1,3789449.0,Indie,Indie
Drake,Get It Together,2017 Q1,3789325.0,Rap,Rap/Hip-Hop
Oasis,Wonderwall - Remastered,2017 Q1,3726180.0,Pop,Pop
ZAYN,PILLOWTALK,2017 Q1,3708009.0,Pop,Pop
Drake,Portland,2017 Q1,3637460.0,Rap,Rap/Hip-Hop
KYLE,iSpy (feat. Lil Yachty),2017 Q1,3635476.0,Hip-Hop,Rap/Hip-Hop
Drake,No Long Talk,2017 Q1,3577095.0,Rap,Rap/Hip-Hop
Foster The People,Pumped Up Kicks,2017 Q1,3563254.0,Rock,Rock/Punk/Metal
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),2017 Q1,3559143.0,Soft Pop,Pop
DNCE,Cake By The Ocean,2017 Q1,3536530.0,Pop,Pop
Rihanna,Work,2017 Q1,3527509.0,Pop,Pop
Drake,Madiba Riddim,2017 Q1,3455865.0,Rap,Rap/Hip-Hop
Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),2017 Q1,3428477.0,Dance,Dance/House
Drake,Gyalchester,2017 Q1,3423759.0,Rap,Rap/Hip-Hop
Adele,Hello,2017 Q1,3338863.0,Soul,Soul
MiC LOWRY,Oh Lord,2017 Q1,3320023.0,Indie,Indie
Stormzy,Mr Skeng,2017 Q1,3308472.0,Grime,Electronic
Stormzy,"Blinded By Your Grace, Pt. 2 (feat. MNEK)",2017 Q1,3246113.0,Grime,Electronic
Dave,Wanna Know Remix (feat. Drake),2017 Q1,3243870.0,Grime,Electronic
Lana Del Rey,Love,2017 Q1,3235624.0,Pop,Pop
Hozier,Take Me To Church,2017 Q1,3234351.0,Pop,Pop
Drake,Skepta Interlude,2017 Q1,3188005.0,Rap,Rap/Hip-Hop
Stormzy,Bad Boys (feat. Ghetts and J Hus),2017 Q1,3155283.0,Grime,Electronic
Drake,Teenage Fever,2017 Q1,3043219.0,Rap,Rap/Hip-Hop
Drake,4422,2017 Q1,3035199.0,Rap,Rap/Hip-Hop
Luis Fonsi,Despacito (Featuring Daddy Yankee),2017 Q1,3026950.0,Latin,Latin
Drake,Free Smoke,2017 Q1,3022252.0,Rap,Rap/Hip-Hop
The xx,On Hold,2017 Q1,2971788.0,Pop,Pop
Chris Brown,Party (feat. Usher & Gucci Mane),2017 Q1,2963840.0,R&B,R&B
Not3s,Addison Lee (Peng Ting Called Maddison),2017 Q1,2942430.0,Swing,Swing
J Hus,Did You See,2017 Q1,2914097.0,Grime,Electronic
Post Malone,Congratulations,2017 Q1,2905875.0,Rap,Rap/Hip-Hop
Stormzy,First Things First,2017 Q1,2851425.0,Grime,Electronic
Martin Solveig,Places,2017 Q1,2841957.0,House,Dance/House
gnash,"i hate u, i love u (feat. olivia o'brien)",2017 Q1,2834182.0,Unknown,Unknown
Kanye West,Gold Digger,2017 Q1,2829164.0,Hip-Hop,Rap/Hip-Hop
Drake,Jorja Interlude,2017 Q1,2826490.0,Rap,Rap/Hip-Hop
Alessia Cara,Scars To Your Beautiful,2017 Q1,2814958.0,Pop,Pop
Train,Play That Song,2017 Q1,2721456.0,Soft Pop,Pop
Sia,Cheap Thrills,2017 Q1,2695753.0,Pop,Pop
Adele,When We Were Young,2017 Q1,2681274.0,Soft Pop,Pop
Coldplay,Adventure of a Lifetime,2017 Q1,2662204.0,Rock,Rock/Punk/Metal
Cashmere Cat,Trust Nobody (feat. Selena Gomez & Tory Lanez),2017 Q1,2653172.0,House,Dance/House
Rihanna,Needed Me,2017 Q1,2650996.0,R&B,R&B
Ryan Gosling,"City Of Stars - From ""La La Land"" Soundtrack",2017 Q1,2646405.0,Unknown,Unknown
JAY-Z,Ni**as In Paris,2017 Q1,2625853.0,Hip-Hop,Rap/Hip-Hop
Jax Jones,House Work,2017 Q1,2603175.0,Dance,Dance/House
Red Hot Chili Peppers,Can't Stop,2017 Q1,2593599.0,Rock,Rock/Punk/Metal
Coldplay,Everglow,2017 Q1,2550031.0,Rock,Rock/Punk/Metal
Adele,Send My Love (To Your New Lover),2017 Q1,2548226.0,Soul,Soul
DJ Khaled,Shining (feat. Beyoncé & Jay-Z),2017 Q1,2490610.0,Hip-Hop,Rap/Hip-Hop
Drake,Sacrifices,2017 Q1,2458451.0,Rap,Rap/Hip-Hop
Justin Bieber,What Do You Mean?,2017 Q1,2456147.0,Pop,Pop
Shelley FKA DRAM,Broccoli (feat. Lil Yachty),2017 Q1,2450296.0,Unknown,Unknown
The Weeknd,Reminder,2017 Q1,2449203.0,R&B,R&B
James TW,When You Love Someone,2017 Q1,2405956.0,Pop,Pop
Kris Kross Amsterdam,Are You Sure? (feat. Ty Dolla $ign),2017 Q1,2405261.0,Electronic,Electronic
Drake,Sneakin’,2017 Q1,2388687.0,Rap,Rap/Hip-Hop
Fifth Harmony,That's My Girl,2017 Q1,2385783.0,Pop,Pop
Scouting For Girls,She's So Lovely,2017 Q1,2359766.0,Pop,Pop
Sigma,Find Me,2017 Q1,2351724.0,Edm,Electronic
Anne-Marie,Alarm,2017 Q1,2336760.0,Pop,Pop
Imagine Dragons,Radioactive,2017 Q1,2333080.0,Indie,Indie
Noah Cyrus,Make Me (Cry),2017 Q1,2320723.0,Pop,Pop
Desiigner,Panda,2017 Q1,2317290.0,Unknown,Unknown
Chance the Rapper,All Night (feat. Knox Fortune),2017 Q1,2231574.0,Hip-Hop,Rap/Hip-Hop
Twenty One Pilots,Ride,2017 Q1,2201613.0,Rock,Rock/Punk/Metal
Zara Larsson,Ain't My Fault,2017 Q1,2190488.0,R&B,R&B
Andy Grammer,Fresh Eyes,2017 Q1,2187593.0,Pop,Pop
John Gibbons,Would I Lie to You,2017 Q1,2179674.0,Unknown,Unknown
Drake,Lose You,2017 Q1,2170440.0,Rap,Rap/Hip-Hop
Alan Walker,Faded,2017 Q1,2147917.0,Edm,Electronic
Migos,T-Shirt,2017 Q1,2144383.0,Rap,Rap/Hip-Hop
Sia,Cheap Thrills (feat. Sean Paul),2017 Q1,2110317.0,Christmas,Christmas
Drake,Do Not Disturb,2017 Q1,2091802.0,Rap,Rap/Hip-Hop
Ed Sheeran,Shape of You - Acoustic,2017 Q1,2049024.0,Soft Pop,Pop
Future,Selfish (feat. Rihanna),2017 Q1,2047544.0,Rap,Rap/Hip-Hop
Shakira,Chantaje (feat. Maluma),2017 Q1,2039018.0,Latin,Latin
Drake,Glow,2017 Q1,2000326.0,Rap,Rap/Hip-Hop
Zara Larsson,So Good (feat. Ty Dolla $ign),2017 Q1,1987687.0,Pop,Pop
OMI,Cheerleader - Felix Jaehn Remix Radio Edit,2017 Q1,1967829.0,Electronic,Electronic
Drake,Can't Have Everything,2017 Q1,1962389.0,Rap,Rap/Hip-Hop
Jonas Blue,Fast Car,2017 Q1,1944952.0,House,Dance/House
Luke Christopher,Lot to Learn,2017 Q1,1942422.0,Unknown,Unknown
Little Mix,No More Sad Songs,2017 Q1,1891801.0,Pop,Pop
Drake,Nothings Into Somethings,2017 Q1,1890704.0,Rap,Rap/Hip-Hop
Stormzy,Velvet / Jenny Francis - Interlude,2017 Q1,1872879.0,Grime,Electronic
Flo Rida,Cake - Challenge Version,2017 Q1,1840458.0,Unknown,Unknown
Aminé,Caroline,2017 Q1,1836672.0,Rap,Rap/Hip-Hop
Stormzy,Return Of The Rucksack,2017 Q1,1833569.0,Grime,Electronic
Alok,Hear Me Now,2017 Q1,1812646.0,Unknown,Unknown
WALK THE MOON,Shut Up and Dance,2017 Q1,1807551.0,Rock,Rock/Punk/Metal
Macklemore & Ryan Lewis,Can't Hold Us - feat. Ray Dalton,2017 Q1,1780733.0,Hip-Hop,Rap/Hip-Hop
Kodak Black,Tunnel Vision,2017 Q1,1769098.0,Hip-Hop,Rap/Hip-Hop
Drake,Ice Melts,2017 Q1,1768709.0,Rap,Rap/Hip-Hop
Ed Sheeran,I'm a Mess,2017 Q1,1747334.0,Pop,Pop
Bastille,Good Grief,2017 Q1,1741206.0,Rock,Rock/Punk/Metal
Drake,Since Way Back,2017 Q1,1720523.0,Rap,Rap/Hip-Hop
La La Land Cast,"Another Day Of Sun - From ""La La Land"" Soundtrack",2017 Q1,1711241.0,Musicals,Musicals
Ed Sheeran,Give Me Love,2017 Q1,1687599.0,Pop,Pop
WHTKD,Say To Me,2017 Q1,1673242.0,Electronic,Electronic
Ed Sheeran,Bloodstream,2017 Q1,1631702.0,Pop,Pop
Petit Biscuit,Sunset Lover,2017 Q1,1614321.0,Chill,Chill
Franz Ferdinand,Take Me Out,2017 Q1,1613193.0,Rock,Rock/Punk/Metal
Florence + The Machine,Dog Days Are Over,2017 Q1,1587394.0,Pop,Pop
Mumford & Sons,I Will Wait,2017 Q1,1562926.0,Folk,Folk
Tory Lanez,LUV,2017 Q1,1523013.0,Hip-Hop,Rap/Hip-Hop
Vance Joy,Riptide,2017 Q1,1510277.0,Rock,Rock/Punk/Metal
Ed Sheeran,Drunk,2017 Q1,1501811.0,Pop,Pop
The 1975,Somebody Else,2017 Q1,1495351.0,Rock,Rock/Punk/Metal
Foals,My Number,2017 Q1,1485494.0,Indie,Indie
London Grammar,Rooting For You,2017 Q1,1483636.0,Pop,Pop
Jason Derulo,Want to Want Me,2017 Q1,1458816.0,Hip-Hop,Rap/Hip-Hop
Stormzy,100 Bags,2017 Q1,1458188.0,Grime,Electronic
Dua Lipa,Blow Your Mind (Mwah),2017 Q1,1447348.0,Pop,Pop
Young Thug,pick up the phone,2017 Q1,1425104.0,Rap,Rap/Hip-Hop
Adele,Someone Like You,2017 Q1,1423541.0,Soul,Soul
ZAYN,Still Got Time (feat. PARTYNEXTDOOR),2017 Q1,1412553.0,R&B,R&B
The Weeknd,Sidewalks,2017 Q1,1390434.0,R&B,R&B
Frank Ocean,Chanel,2017 Q1,1365591.0,R&B,R&B
The xx,Say Something Loving,2017 Q1,1357455.0,Pop,Pop
The Weeknd,Six Feet Under,2017 Q1,1326975.0,R&B,R&B
The 1975,Chocolate,2017 Q1,1295514.0,Rock,Rock/Punk/Metal
Ryan Blyth,Show Me (feat. Malisha Bleau),2017 Q1,1294800.0,House,Dance/House
OFFAIAH,Trouble,2017 Q1,1280439.0,House,Dance/House
Louisa,Best Behaviour,2017 Q1,1277079.0,Unknown,Unknown
Passenger,Let Her Go,2017 Q1,1265446.0,Folk,Folk
Nicki Minaj,No Frauds,2017 Q1,1256804.0,Hip-Hop,Rap/Hip-Hop
Stormzy,"Blinded By Your Grace, Pt. 1",2017 Q1,1248784.0,Grime,Electronic
Emma Stone,"Someone In The Crowd - From ""La La Land"" Soundtrack",2017 Q1,1239633.0,Musicals,Musicals
Bag Raiders,Shooting Stars,2017 Q1,1194578.0,Dance,Dance/House
Stormzy,Don't Cry For Me (feat. Raleigh Ritchie),2017 Q1,1138336.0,Grime,Electronic
Ryan Gosling,"A Lovely Night - From ""La La Land"" Soundtrack",2017 Q1,1129862.0,Unknown,Unknown
Kideko,Crank It (Woah!) - Radio Edit,2017 Q1,1110347.0,House,Dance/House
Stormzy,21 Gun Salute (feat. Wretch 32) - Interlude,2017 Q1,1107147.0,Grime,Electronic
Ed Sheeran,Sing,2017 Q1,1104722.0,Pop,Pop
TLC,No Scrubs,2017 Q1,1101042.0,R&B,R&B
Stormzy,Lay Me Bare,2017 Q1,1096451.0,Grime,Electronic
Skepta,That's Not Me,2017 Q1,1080693.0,Grime,Electronic
Ed Sheeran,Lego House,2017 Q1,1078942.0,Pop,Pop
Cheat Codes,Sex,2017 Q1,1061009.0,Electronic,Electronic
Alan Walker,Alone,2017 Q1,981314.0,House,Dance/House
Drake,Hotline Bling,2017 Q1,967142.0,Rap,Rap/Hip-Hop
MØ,Final Song,2017 Q1,962241.0,Pop,Pop
Ed Sheeran,Kiss Me,2017 Q1,941451.0,Pop,Pop
Future,Comin Out Strong (feat. The Weeknd),2017 Q1,930476.0,Rap,Rap/Hip-Hop
Kanye West,Famous,2017 Q1,922605.0,Hip-Hop,Rap/Hip-Hop
Khalid,Location,2017 Q1,909550.0,Soul,Soul
Kato,Show You Love,2017 Q1,900646.0,Unknown,Unknown
Beyoncé,Halo,2017 Q1,896624.0,Pop,Pop
Ryan Gosling,"City Of Stars - From ""La La Land"" Soundtrack/Pier",2017 Q1,879194.0,Unknown,Unknown
Justin Hurwitz,"Mia & Sebastian’s Theme - From ""La La Land"" Soundtrack",2017 Q1,863123.0,Unknown,Unknown
Kendrick Lamar,The Heart Part 4,2017 Q1,843474.0,Hip-Hop,Rap/Hip-Hop
Stormzy,Scary,2017 Q1,832720.0,Grime,Electronic
Big Sean,No Favors,2017 Q1,828300.0,Hip-Hop,Rap/Hip-Hop
Ed Sheeran,"You Need Me, I Don't Need You",2017 Q1,796486.0,Pop,Pop
The xx,Dangerous,2017 Q1,778509.0,Electronic,Electronic
Cash Cash,Millionaire (feat. Nelly),2017 Q1,773909.0,Edm,Electronic
Smash Mouth,All Star,2017 Q1,769848.0,Rock,Rock/Punk/Metal
"Earth, Wind & Fire",September,2017 Q1,760191.0,Disco,Disco
Snow Patrol,Chasing Cars,2017 Q1,735711.0,Rock,Rock/Punk/Metal
Black Saint,Could You Love Me?,2017 Q1,723976.0,Unknown,Unknown
Lady Gaga,Million Reasons,2017 Q1,722962.0,Pop,Pop
Toploader,Dancing in the Moonlight,2017 Q1,718814.0,Pop,Pop
Little Mix,Secret Love Song (feat. Jason Derulo),2017 Q1,713014.0,Pop,Pop
The Chainsmokers,Setting Fires,2017 Q1,694567.0,House,Dance/House
Ariana Grande,美女と野獣,2017 Q1,692870.0,Pop,Pop
Gorillaz,Saturnz Barz (feat. Popcaan),2017 Q1,640595.0,Dance,Dance/House
Ariana Grande,Everyday,2017 Q1,624588.0,Pop,Pop
Ed Sheeran,One,2017 Q1,624016.0,Pop,Pop
Sia,"Helium - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",2017 Q1,620478.0,Christmas,Christmas
Sampha,(No One Knows Me) Like the Piano,2017 Q1,611861.0,Soul,Soul
Sia,The Greatest,2017 Q1,575980.0,Indie,Indie
Eminem,Without Me,2017 Q1,570496.0,Hip-Hop,Rap/Hip-Hop
Sam Smith,Stay With Me,2017 Q1,563683.0,Soul,Soul
The Fratellis,Chelsea Dagger,2017 Q1,556940.0,Rock,Rock/Punk/Metal
Ed Sheeran,Small Bump,2017 Q1,547443.0,Pop,Pop
Gorillaz,Ascension (feat. Vince Staples),2017 Q1,544342.0,Electronic,Electronic
John Legend,Start A Fire,2017 Q1,544219.0,Soft Pop,Pop
Zara Larsson,Never Forget You,2017 Q1,539796.0,Electronic,Electronic
Matoma,False Alarm,2017 Q1,538496.0,House,Dance/House
Olly Murs,Years & Years,2017 Q1,532529.0,Pop,Pop
Galantis,No Money,2017 Q1,531272.0,Electronic,Electronic
Auli'i Cravalho,How Far I'll Go,2017 Q1,526953.0,Soundtrack,Soundtrack
The Fray,How to Save a Life,2017 Q1,525853.0,Rock,Rock/Punk/Metal
Clean Bandit,Tears (feat. Louisa Johnson),2017 Q1,512309.0,Pop,Pop
Skepta,Shutdown,2017 Q1,508027.0,Grime,Electronic
Zay Hilfigerrr,Juju on That Beat (TZ Anthem),2017 Q1,503978.0,Unknown,Unknown
Coldplay,Hymn for the Weekend,2017 Q1,500969.0,Rock,Rock/Punk/Metal
Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),2017 Q1,497014.0,Rap,Rap/Hip-Hop
Niall Horan,This Town,2017 Q1,472873.0,Folk,Folk
Arctic Monkeys,R U Mine?,2017 Q1,461107.0,Indie,Indie
Craig David,Ain't Giving Up,2017 Q1,460568.0,Pop,Pop
J. Cole,Neighbors,2017 Q1,459308.0,Rap,Rap/Hip-Hop
Gorillaz,Andromeda (feat. DRAM),2017 Q1,446454.0,Pop,Pop
Bruno Mars,Versace on the Floor,2017 Q1,445960.0,Pop,Pop
The xx,Lips,2017 Q1,438261.0,Pop,Pop
Stormzy,Crazy Titch - Interlude,2017 Q1,433465.0,Grime,Electronic
The xx,A Violent Noise,2017 Q1,433035.0,Indie,Indie
The xx,I Dare You,2017 Q1,429814.0,Pop,Pop
The xx,Brave For You,2017 Q1,429212.0,Pop,Pop
David Guetta,Light My Body Up (feat. Nicki Minaj & Lil Wayne),2017 Q1,420873.0,Edm,Electronic
Linkin Park,Heavy (feat. Kiiara),2017 Q1,408990.0,Metal,Rock/Punk/Metal
Ed Sheeran,Shape of You (feat. Nyla & Kranium) - Major Lazer Remix,2017 Q1,408052.0,Soft Pop,Pop
The xx,Replica,2017 Q1,389397.0,Pop,Pop
The xx,Performance,2017 Q1,389071.0,Indie,Indie
Lorde,Liability,2017 Q1,383538.0,Pop,Pop
Kasabian,You're in Love with a Psycho,2017 Q1,372196.0,Rock,Rock/Punk/Metal
Gorillaz,We Got the Power (feat. Jehnny Beth),2017 Q1,356883.0,Electronic,Electronic
Matt Terry,When Christmas Comes Around,2017 Q1,355400.0,Pop,Pop
Big Sean,Moves,2017 Q1,349762.0,Hip-Hop,Rap/Hip-Hop
Rudimental,Lay It All on Me (feat. Ed Sheeran),2017 Q1,344279.0,Electronic,Electronic
Nicki Minaj,Regret In Your Tears,2017 Q1,338131.0,Hip-Hop,Rap/Hip-Hop
Coldplay,Hypnotised,2017 Q1,334420.0,Pop,Pop
George Michael,Faith - Remastered,2017 Q1,332972.0,Pop,Pop
The 1975,By Your Side,2017 Q1,330354.0,Rock,Rock/Punk/Metal
George Michael,Careless Whisper,2017 Q1,326040.0,Pop,Pop
Gorillaz,Feel Good Inc.,2017 Q1,317975.0,Rock,Rock/Punk/Metal
Nines,High Roller,2017 Q1,314106.0,Grime,Electronic
Kent Jones,Don't Mind,2017 Q1,312208.0,Unknown,Unknown
The xx,Test Me,2017 Q1,305616.0,Pop,Pop
Daryl Hall & John Oates,You Make My Dreams (Come True),2017 Q1,294615.0,Rock,Rock/Punk/Metal
Take That,Giants,2017 Q1,288906.0,Pop,Pop
Adele,Make You Feel My Love,2017 Q1,286033.0,Soul,Soul
Christine and the Queens,Tilted,2017 Q1,282133.0,Pop,Pop
Stargate,Waterfall,2017 Q1,281319.0,Electronic,Electronic
The Goo Goo Dolls,Iris,2017 Q1,276957.0,Rock,Rock/Punk/Metal
Rag'n'Bone Man,As You Are,2017 Q1,276169.0,Pop,Pop
Zara Larsson,TG4M,2017 Q1,275114.0,Pop,Pop
Bonobo,Break Apart,2017 Q1,273885.0,Unknown,Unknown
MIST,Hot Property,2017 Q1,273786.0,Hip-Hop,Rap/Hip-Hop
James Blunt,Love Me Better,2017 Q1,269566.0,Pop,Pop
alt-J,3WW,2017 Q1,269109.0,Indie,Indie
Dante Klein,Let Me Hold You (Turn Me On),2017 Q1,265628.0,Unknown,Unknown
John Legend,All of Me,2017 Q1,265613.0,R&B,R&B
Nines,Going In,2017 Q1,265104.0,Grime,Electronic
Nines,I Wonder,2017 Q1,259722.0,Grime,Electronic
MK,Piece of Me,2017 Q1,258832.0,House,Dance/House
London Grammar,Big Picture,2017 Q1,253275.0,Pop,Pop
Outkast,Hey Ya!,2017 Q1,252891.0,Hip-Hop,Rap/Hip-Hop
Rag'n'Bone Man,Grace,2017 Q1,250956.0,Pop,Pop
Bob Marley & The Wailers,Is This Love - Remix,2017 Q1,250268.0,Reggae,Reggae
Shakira,Hips Don't Lie (feat. Wyclef Jean),2017 Q1,250085.0,Latin,Latin
Nines,Love 2 The Game,2017 Q1,248972.0,Grime,Electronic
Dua Lipa,Thinking 'Bout You,2017 Q1,247874.0,Pop,Pop
G-Eazy,"Me, Myself & I",2017 Q1,246247.0,Hip-Hop,Rap/Hip-Hop
Emma Stone,"Audition (The Fools Who Dream) - From ""La La Land"" Soundtrack",2017 Q1,245699.0,Musicals,Musicals
Justin Hurwitz,"Epilogue - From ""La La Land"" Soundtrack",2017 Q1,245586.0,Unknown,Unknown
The Weeknd,Rockin’,2017 Q1,245211.0,Dance,Dance/House
DJ Snake,Middle,2017 Q1,243433.0,Electronic,Electronic
You Me At Six,Take on the World,2017 Q1,242958.0,Punk,Rock/Punk/Metal
Olly Murs,You Don't Know Love,2017 Q1,242666.0,Pop,Pop
Alesso,Falling,2017 Q1,241294.0,Edm,Electronic
Diplo,Be Right There,2017 Q1,240794.0,Edm,Electronic
Biffy Clyro,Re-arrange,2017 Q1,235680.0,Rock,Rock/Punk/Metal
PARTYNEXTDOOR,Not Nice,2017 Q1,233650.0,R&B,R&B
Vice,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),2017 Q1,232807.0,Unknown,Unknown
Wham!,Wake Me Up Before You Go-Go,2017 Q1,231848.0,Pop,Pop
Major Lazer,Lean On (feat. MØ & DJ Snake),2017 Q1,230864.0,Edm,Electronic
Flume,Say It (feat. Tove Lo),2017 Q1,229454.0,Unknown,Unknown
Dua Lipa,Hotter Than Hell,2017 Q1,228920.0,Pop,Pop
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),2017 Q1,227497.0,Soul,Soul
Chase & Status,All Goes Wrong,2017 Q1,224938.0,Edm,Electronic
George Michael,Freedom! '90,2017 Q1,224294.0,Pop,Pop
The Chainsmokers,Roses (feat. ROZES),2017 Q1,221944.0,Electronic,Electronic
The Weeknd,The Hills,2017 Q1,213172.0,R&B,R&B
Mark Ronson,Uptown Funk (feat. Bruno Mars),2017 Q1,212237.0,Funk,Funk
Luis Fonsi,Despacito - Remix,2017 Q2,44511873.0,Latin,Latin
Clean Bandit,Symphony (feat. Zara Larsson),2017 Q2,34910485.0,Pop,Pop
Ed Sheeran,Shape of You,2017 Q2,31601188.0,Pop,Pop
Ed Sheeran,Galway Girl,2017 Q2,28691977.0,Pop,Pop
