,Song ID,Spotify URI,Song Title,Performer,Region,Quarter,Quarterly Streams,Best Quarterly Position,Peak Position,Worst Position,Time On Chart,Consecutive Weeks,Instance,Previous Week,Chart URL
2345,Electricity (with Dua Lipa)Silk City,5N4erncE7kuUccm7zEmwzk,Electricity (with Dua Lipa),Silk City,gb,2019 Q1,6993634,64,5,163,29,28.0,1.0,163.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
3685,I Fall ApartPost Malone,75ZvA4QfFiZvzhj2xkaWAh,I Fall Apart,Post Malone,gb,2019 Q1,6951763,86,8,184,79,78.0,1.0,184.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
6370,Psycho (feat. Ty Dolla $ign)Post Malone,3swc6WTsr7rl9DqQKQA55C,Psycho (feat. Ty Dolla $ign),Post Malone,gb,2019 Q1,6847937,88,2,186,57,56.0,1.0,186.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
7983,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)DJ Snake",4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,gb,2019 Q1,6758771,60,16,193,26,25.0,1.0,114.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
2952,Girls Like You (feat. Cardi B) - Cardi B VersionMaroon 5,7fa9MBXhVfQ8P8Df9OEbD8,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,gb,2019 Q1,6711832,60,11,151,43,42.0,1.0,145.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
2181,Don't Stop Me Now - Remastered 2011Queen,5T8EDUDqKcs6OSOwEsfqG7,Don't Stop Me Now - Remastered 2011,Queen,gb,2019 Q1,6637965,82,73,191,24,12.0,4.0,82.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
3726,I Like ItCardi B,58q2HKrzhC3ozto2nDdN4z,I Like It,Cardi B,gb,2019 Q1,6613428,63,8,152,51,50.0,1.0,142.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
6300,Praise The Lord (Da Shine) (feat. Skepta)A$AP Rocky,7ycWLEP1GsNjVvcjawXz3z,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,gb,2019 Q1,6429763,94,14,194,44,43.0,1.0,194.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
4160,Jocelyn FloresXXXTENTACION,7m9OqQk4RVRkw9JJdeAw96,Jocelyn Flores,XXXTENTACION,gb,2019 Q1,6380609,96,12,192,79,40.0,3.0,168.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
5466,Needed TimeYxng Bane,1k65BavLispRXs7vzBuRLV,Needed Time,Yxng Bane,gb,2019 Q1,6327720,76,65,189,19,12.0,2.0,116.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
5219,MoneyCardi B,2GGMabyHXnJmjY6CXhhB2e,Money,Cardi B,gb,2019 Q1,6326294,67,67,194,20,13.0,2.0,134.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
734,BallySwarmz,1AvLAAXMtq7IGi48x9TrD7,Bally,Swarmz,gb,2019 Q1,6243359,55,55,89,10,9.0,1.0,89.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-24
8215,The Other SideHugh Jackman,2cKovq3l6OJjhVVDbVKOsr,The Other Side,Hugh Jackman,gb,2019 Q1,6243174,44,34,190,64,63.0,1.0,110.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
3383,Hello My LoveWestlife,4EtIza2cKMmR2XP7idebXG,Hello My Love,Westlife,gb,2019 Q1,6243072,63,63,120,11,10.0,1.0,92.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-17
6246,PolaroidJonas Blue,6XqvFyJGdUD5IWee02ARKU,Polaroid,Jonas Blue,gb,2019 Q1,6111219,72,32,186,25,24.0,1.0,135.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
6236,Please MeCardi B,0PG9fbaaHFHfre2gUVo7AN,Please Me,Cardi B,gb,2019 Q1,6101979,24,24,41,6,5.0,1.0,38.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-21
9621,imagineAriana Grande,39LmTF9RgyakzSYX8txrow,imagine,Ariana Grande,gb,2019 Q1,6062791,17,16,178,15,14.0,1.0,88.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-14
904,Best LifeHardy Caprio,3wAyZwtyyLMsJNG7Mb17ky,Best Life,Hardy Caprio,gb,2019 Q1,6029874,98,23,161,38,12.0,2.0,98.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
7860,"Swan Song - From the Motion Picture ""Alita: Battle Angel""Dua Lipa",5600nq7TiBraBX2jobyJ3l,"Swan Song - From the Motion Picture ""Alita: Battle Angel""",Dua Lipa,gb,2019 Q1,6004136,27,27,193,8,7.0,1.0,30.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-31
9612,idontwannabeyouanymoreBillie Eilish,40T5GIqQ1CegGm2PTEl8Bu,idontwannabeyouanymore,Billie Eilish,gb,2019 Q1,5910635,101,101,182,19,12.0,2.0,119.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
6666,RiseJonas Blue,3KLygy1YWhmrQx0GRs7IOx,Rise,Jonas Blue,gb,2019 Q1,5908152,86,3,198,43,42.0,1.0,198.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
2013,Disaster (feat. J Hus)Dave,3rqmxZNh2BRgJ3BiCPFTSG,Disaster (feat. J Hus),Dave,gb,2019 Q1,5861479,5,5,16,3,2.0,1.0,5.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-03-14
7473,Solo (feat. Demi Lovato)Clean Bandit,3NuK5xMlSlB6K2Qp16zf3h,Solo (feat. Demi Lovato),Clean Bandit,gb,2019 Q1,5859991,77,2,199,45,44.0,1.0,199.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
4942,MIA (feat. Drake)Bad Bunny,116H0KvKr2Zl4RPuVBruDO,MIA (feat. Drake),Bad Bunny,gb,2019 Q1,5838894,85,13,190,23,22.0,1.0,182.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
61,1999Charli XCX,05mAIVLkIWc2d1UBYZBCp8,1999,Charli XCX,gb,2019 Q1,5769041,35,16,193,23,22.0,1.0,90.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
4641,Location (feat. Burna Boy)Dave,3z4CGd63tpUn9a6oQSG0CI,Location (feat. Burna Boy),Dave,gb,2019 Q1,5756307,9,9,10,3,2.0,1.0,10.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-03-14
522,Another One Bites The Dust - Remastered 2011Queen,5vdp5UmvTsnMEMESIF2Ym7,Another One Bites The Dust - Remastered 2011,Queen,gb,2019 Q1,5700852,123,62,188,21,12.0,2.0,127.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
9168,Wonderwall - RemasteredOasis,5qqabIl2vWzo9ApSC317sa,Wonderwall - Remastered,Oasis,gb,2019 Q1,5694201,120,61,197,116,12.0,2.0,120.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
297,AfricaTOTO,2374M0fQpWi3dLnB54qaLX,Africa,TOTO,gb,2019 Q1,5659528,108,89,185,64,12.0,4.0,108.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
6392,"Pumpy (feat. Deno, Cadet, AJ & Swarmz)Da Beatfreakz",2r7kFZo4Ua517FKCW39fo9,"Pumpy (feat. Deno, Cadet, AJ & Swarmz)",Da Beatfreakz,gb,2019 Q1,5598431,101,101,175,18,12.0,2.0,167.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
7187,Shape of YouEd Sheeran,7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,gb,2019 Q1,5517796,104,1,191,115,12.0,2.0,104.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
9620,imagineAriana Grande,0todbbT9g5uQGbeFCiBf2F,imagine,Ariana Grande,gb,2019 Q1,5487370,19,16,88,8,7.0,1.0,56.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
4294,Kitchen KingsD-Block Europe,1RJHieKAxYz9qbREvOR5eA,Kitchen Kings,D-Block Europe,gb,2019 Q1,5474612,31,31,136,7,6.0,1.0,136.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-21
3785,I Wanna Dance with Somebody (Who Loves Me)Whitney Houston,2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,gb,2019 Q1,5459830,99,99,200,30,12.0,10.0,99.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
495,Always Remember Us This WayLady Gaga,2rbDhOo9Fh61Bbu23T2qCk,Always Remember Us This Way,Lady Gaga,gb,2019 Q1,5394018,123,43,184,24,12.0,2.0,137.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
1242,BudapestGeorge Ezra,7GJClzimvMSghjcrKxuf1M,Budapest,George Ezra,gb,2019 Q1,5391941,117,110,199,45,12.0,6.0,136.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
9455,bellyacheBillie Eilish,51NFxnQvaosfDDutk0tams,bellyache,Billie Eilish,gb,2019 Q1,5391902,112,100,171,17,12.0,2.0,159.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
1198,BreatheCamelPhat,6TR0FGw4zhlGbQALN065AI,Breathe,CamelPhat,gb,2019 Q1,5386892,68,68,171,12,10.0,2.0,160.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-17
2432,Everywhere - 2017 RemasterFleetwood Mac,254bXAqt3zP6P50BdQvEsq,Everywhere - 2017 Remaster,Fleetwood Mac,gb,2019 Q1,5380367,106,106,200,26,12.0,7.0,106.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
5525,New RulesDua Lipa,2xJCMIJfcNYDc5iR0sAm2O,New Rules,Dua Lipa,gb,2019 Q1,5333062,101,1,194,89,12.0,4.0,101.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
9472,breathinAriana Grande,4OafepJy2teCjYJbvFE60J,breathin,Ariana Grande,gb,2019 Q1,5330531,68,8,185,29,28.0,1.0,146.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
9535,fake smileAriana Grande,3wFLWP0FcIqHK1wb1CPthQ,fake smile,Ariana Grande,gb,2019 Q1,5288426,13,13,166,5,4.0,1.0,13.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-14
393,All I AmJess Glynne,5GNjiM8jZCgbqjHklAcT9e,All I Am,Jess Glynne,gb,2019 Q1,5155277,103,10,200,30,11.0,2.0,103.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
7022,Say You Won't Let GoJames Arthur,5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,gb,2019 Q1,5139725,137,5,194,114,12.0,2.0,144.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
8577,Under Pressure - Remastered 2011Queen,2fuCquhmrzHpu5xcA1ci9x,Under Pressure - Remastered 2011,Queen,gb,2019 Q1,5129368,129,88,190,19,12.0,2.0,129.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
8753,Walk Me HomeP!nk,7DHApOHsIFo7EyfieArYGE,Walk Me Home,P!nk,gb,2019 Q1,5111388,27,27,42,5,4.0,1.0,42.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-28
4477,Let Me Down SlowlyAlec Benjamin,2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,Alec Benjamin,gb,2019 Q1,5093121,53,53,175,9,8.0,1.0,175.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-31
7698,StreathamDave,59PUOc7B0WCNNx8Nr4qaA4,Streatham,Dave,gb,2019 Q1,5052394,9,9,24,3,2.0,1.0,9.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-03-14
6365,Psych Out!AJ Tracey,0S8DTkU0iMopIw1Uq1nQ49,Psych Out!,AJ Tracey,gb,2019 Q1,5041937,35,30,81,10,9.0,1.0,59.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-14
6141,Perfect to MeAnne-Marie,0DC7Zs2qvAbNK1owWQ4mlL,Perfect to Me,Anne-Marie,gb,2019 Q1,5039654,75,75,152,15,14.0,1.0,152.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
9706,ocean eyesBillie Eilish,2uIX8YMNjGMD7441kqyyNU,ocean eyes,Billie Eilish,gb,2019 Q1,5010602,128,115,195,18,12.0,2.0,172.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
8597,UnforgettableFrench Montana,3B54sVLJ402zGa6Xm4YGNe,Unforgettable,French Montana,gb,2019 Q1,4998389,136,2,199,101,12.0,2.0,151.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
641,Baby (feat. MARINA & Luis Fonsi)Clean Bandit,5XWCc9wQes7X5uyYH9h5JR,Baby (feat. MARINA & Luis Fonsi),Clean Bandit,gb,2019 Q1,4925215,63,63,181,16,15.0,1.0,181.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
1724,CongratulationsPost Malone,3a1lNhkSLSkpJE4MSHpDu9,Congratulations,Post Malone,gb,2019 Q1,4923834,147,23,200,101,12.0,4.0,173.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
870,BelieverImagine Dragons,0pqnGHJpmpxLKifKRmU6WP,Believer,Imagine Dragons,gb,2019 Q1,4902968,148,37,200,107,12.0,3.0,160.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
5433,NaiveThe Kooks,7BHPGtpuuWWsvE7cCaMuEU,Naive,The Kooks,gb,2019 Q1,4900693,122,68,200,108,12.0,4.0,187.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
3893,IDGAFDua Lipa,76cy1WJvNGJTj78UqeA5zr,IDGAF,Dua Lipa,gb,2019 Q1,4887091,111,3,200,63,9.0,3.0,111.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
8450,Too Good At GoodbyesSam Smith,1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,Sam Smith,gb,2019 Q1,4794146,123,3,197,68,11.0,2.0,154.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
2035,Do I Wanna Know?Arctic Monkeys,3rq5w4bQGigXOfdN30ATJt,Do I Wanna Know?,Arctic Monkeys,gb,2019 Q1,4793888,155,108,199,98,12.0,5.0,191.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
3735,I Love It (& Lil Pump)Kanye West,4S8d14HvHb70ImctNgVzQQ,I Love It (& Lil Pump),Kanye West,gb,2019 Q1,4650422,92,1,200,26,25.0,1.0,166.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
3700,I Found You (with Calvin Harris)benny blanco,1kQhi22kyluRCnIPAXtxEZ,I Found You (with Calvin Harris),benny blanco,gb,2019 Q1,4540763,70,28,197,16,15.0,1.0,197.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
1081,Boasty (feat. Idris Elba)Wiley,7cz506PyIgh2bMN90Mc8Tn,Boasty (feat. Idris Elba),Wiley,gb,2019 Q1,4519036,29,29,195,8,4.0,1.0,128.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-31
9028,Who Do You LoveThe Chainsmokers,11cDEev79fPKi6uJCjUhu8,Who Do You Love,The Chainsmokers,gb,2019 Q1,4514466,62,62,74,7,6.0,1.0,64.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-14
1233,BruisesLewis Capaldi,7x91w5f5x7UayENcGAP5i2,Bruises,Lewis Capaldi,gb,2019 Q1,4514274,76,76,197,9,8.0,1.0,197.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-31
9552,ghostinAriana Grande,4lD7gHKF1e8Y9stQuVezZB,ghostin,Ariana Grande,gb,2019 Q1,4462100,15,15,120,4,3.0,1.0,15.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-14
3010,God is a womanAriana Grande,5OCJzvD7sykQEKHH7qAC3C,God is a woman,Ariana Grande,gb,2019 Q1,4461339,84,3,180,33,32.0,1.0,160.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
4710,Look Alive (feat. Drake)BlocBoy JB,4qKcDkK6siZ7Jp1Jb4m0aL,Look Alive (feat. Drake),BlocBoy JB,gb,2019 Q1,4456188,127,9,198,55,10.0,3.0,139.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
5548,Nights Like This (feat. Ty Dolla $ign)Kehlani,6ZRuF2n1CQxyxxAAWsKJOy,Nights Like This (feat. Ty Dolla $ign),Kehlani,gb,2019 Q1,4445336,28,28,125,11,10.0,1.0,52.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-28
2803,From Now OnHugh Jackman,3IkWmgGsXbsafrunwPojXO,From Now On,Hugh Jackman,gb,2019 Q1,4384280,69,47,174,61,60.0,1.0,138.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
1680,Come AliveHugh Jackman,5xNUR50KxswPRAvx7S163g,Come Alive,Hugh Jackman,gb,2019 Q1,4368153,68,45,178,61,60.0,1.0,136.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
1871,Dancing in the MoonlightToploader,3Fzlg5r1IjhLk2qRw667od,Dancing in the Moonlight,Toploader,gb,2019 Q1,4358332,123,123,197,18,5.0,6.0,143.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
5550,Nights Like This (feat. Ty Dolla $ign)Kehlani,7e4KQkp5ZR1gXCAalRjX6B,Nights Like This (feat. Ty Dolla $ign),Kehlani,gb,2019 Q1,4259938,34,34,125,6,5.0,1.0,125.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-17
8269,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)Rudimental",20ZP3Om9DvDazXrNUC7WM2,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,gb,2019 Q1,4259276,92,2,171,61,12.0,2.0,104.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-31
1275,Butterflies (feat. Not3s)AJ Tracey,4hGsbyf3p0U5mlJTJwiUTq,Butterflies (feat. Not3s),AJ Tracey,gb,2019 Q1,4185352,54,23,145,42,12.0,2.0,114.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-14
8289,Think About Us (feat. Ty Dolla $ign)Little Mix,18n2GdCpsHYzkbMKPavE7Y,Think About Us (feat. Ty Dolla $ign),Little Mix,gb,2019 Q1,4099453,36,36,86,6,5.0,1.0,86.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-21
561,Arms Around You (feat. Maluma & Swae Lee)XXXTENTACION,2LskIZrCeLxRvCiGP8gxlh,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,gb,2019 Q1,4082774,46,11,183,16,15.0,1.0,102.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
6395,Pure Water (with Migos)Mustard,63cd4JkwGgYJrbOizbfmsp,Pure Water (with Migos),Mustard,gb,2019 Q1,3981079,82,82,183,8,7.0,1.0,183.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-07
2115,Don't Look Back in Anger - RemasteredOasis,0UvCh63URrLFcPkKt99hHd,Don't Look Back in Anger - Remastered,Oasis,gb,2019 Q1,3944199,174,44,200,87,5.0,4.0,174.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
4418,Leave a Light OnTom Walker,6lOWoTqVnAWXchddtTH31W,Leave a Light On,Tom Walker,gb,2019 Q1,3935015,94,31,200,53,8.0,3.0,135.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
594,Ay CarambaStay Flee Get Lizzy,0mfEHC4z5a7533o7VNOH2c,Ay Caramba,Stay Flee Get Lizzy,gb,2019 Q1,3777064,105,38,199,30,6.0,2.0,105.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
9668,make upAriana Grande,27356GVuMPFWiJSZCragoM,make up,Ariana Grande,gb,2019 Q1,3711285,19,19,174,4,3.0,1.0,19.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-14
9622,in my headAriana Grande,4T652DlATVHe0jdLKaN3Bw,in my head,Ariana Grande,gb,2019 Q1,3693343,20,20,172,4,3.0,1.0,20.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-14
3399,Here With MeMarshmello,5icOoE6VgqFKohjWWNp0Ac,Here With Me,Marshmello,gb,2019 Q1,3648726,15,15,56,3,2.0,1.0,56.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-03-14
7099,"SeptemberEarth, Wind & Fire",1mqlc0vEP9mU1kZgTi6LIQ,September,"Earth, Wind & Fire",gb,2019 Q1,3601246,115,59,199,67,5.0,11.0,115.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
1944,Desire (with Dimension)Sub Focus,507UUx311ghfFTMSuHUeyS,Desire (with Dimension),Sub Focus,gb,2019 Q1,3601026,122,122,165,8,7.0,1.0,160.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-31
3278,Havana (feat. Young Thug)Camila Cabello,1rfofaqEpACxVEHIZBJe6W,Havana (feat. Young Thug),Camila Cabello,gb,2019 Q1,3581537,107,2,196,79,8.0,3.0,107.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
7820,Sunflower - Spider-Man: Into the Spider-VersePost Malone,7dbka99KTWke5o9hRp0JoB,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,gb,2019 Q1,3564473,10,3,27,20,19.0,1.0,12.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-28
3533,Homerton BUnknown T,6eVWOyIA4iacH7UaQ1TqzM,Homerton B,Unknown T,gb,2019 Q1,3554109,109,63,200,25,24.0,1.0,192.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
4087,It's Not Living (If It's Not With You)The 1975,3TgMcrV32NUKjEG2ujn9eh,It's Not Living (If It's Not With You),The 1975,gb,2019 Q1,3524998,49,49,180,15,10.0,2.0,111.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
2578,Feel It StillPortugal. The Man,6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still,Portugal. The Man,gb,2019 Q1,3520360,118,7,196,81,8.0,3.0,118.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
7622,Startender (feat. Offset and Tyga)A Boogie Wit da Hoodie,0jAfdqv18goRTUxm3ilRjb,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,gb,2019 Q1,3498032,115,115,181,8,7.0,1.0,134.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
9818,wish you were gayBillie Eilish,4txc3txsIt81diMzGhrVPS,wish you were gay,Billie Eilish,gb,2019 Q1,3486758,28,28,60,4,3.0,1.0,60.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-03-07
2213,Don’t Feel Like CryingSigrid,1ABvDz0JnQGO8M8NYjRNMp,Don’t Feel Like Crying,Sigrid,gb,2019 Q1,3485347,21,21,179,5,3.0,2.0,126.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-03-14
3929,If You're Over MeYears & Years,3IWDUiOsV0Q8XhQKJNxxML,If You're Over Me,Years & Years,gb,2019 Q1,3453288,89,8,164,39,6.0,2.0,89.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
5854,One DrinkPicture This,7ITXKzRU7eqcRwF2YXZj8b,One Drink,Picture This,gb,2019 Q1,3442770,74,74,131,8,7.0,1.0,114.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-21
6150,PerfectEd Sheeran,0tgVpDi06FyKpA1z0VMD4v,Perfect,Ed Sheeran,gb,2019 Q1,3286132,163,5,199,100,7.0,2.0,165.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
4330,Ladbroke GroveAJ Tracey,7b4ky1LlQLFhXHmhZkFgqV,Ladbroke Grove,AJ Tracey,gb,2019 Q1,3268423,69,69,163,7,6.0,1.0,69.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-14
4109,Jackie ChanTiësto,4kWO6O1BUXcZmaxitpVUwp,Jackie Chan,Tiësto,gb,2019 Q1,3216273,113,4,193,39,5.0,2.0,113.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
3575,"How It Is (feat. Roddy Ricch, Chip & Yxng Bane)The Plug",1ogmtYEsS4ywfLIhMee5bu,"How It Is (feat. Roddy Ricch, Chip & Yxng Bane)",The Plug,gb,2019 Q1,3172697,25,25,63,4,3.0,1.0,25.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-03-07
1008,BlackDave,0J43IKwcofdlTQPjcbHxCM,Black,Dave,gb,2019 Q1,3165788,22,22,118,5,4.0,1.0,118.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-03-14
4292,Kiss and Make UpDua Lipa,13hvHEstJ4sNbzdroPrPI3,Kiss and Make Up,Dua Lipa,gb,2019 Q1,3143805,37,34,198,15,14.0,1.0,108.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
7931,TOOTIMETOOTIMETOOTIMEThe 1975,33DzKnwuBE6lfOiADwzd5E,TOOTIMETOOTIMETOOTIME,The 1975,gb,2019 Q1,3130389,125,33,199,20,5.0,3.0,158.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
1697,Comfortable (feat. Dappy)Yungen,0bXcl7JnhraHGIqqilbQxI,Comfortable (feat. Dappy),Yungen,gb,2019 Q1,3120566,59,59,169,6,5.0,1.0,59.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-31
43,11 Minutes (with Halsey feat. Travis Barker)YUNGBLUD,4mGdjNMo0RonTlOEb7cYg4,11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD,gb,2019 Q1,3047131,70,70,159,6,5.0,1.0,70.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-21
7052,Screwface CapitalDave,65TggCitjPK0sUXtwgOkN9,Screwface Capital,Dave,gb,2019 Q1,2988792,20,20,66,3,2.0,1.0,20.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-03-14
6375,PsychoDave,0FWAIRd9Uz5uNek7cALYNC,Psycho,Dave,gb,2019 Q1,2960163,19,19,70,3,2.0,1.0,19.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-03-14
6649,RiptideVance Joy,7yq4Qj7cqayVTp3FF9CWbm,Riptide,Vance Joy,gb,2019 Q1,2928554,149,116,200,76,4.0,6.0,176.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-10
6685,RobberyJuice WRLD,44ShclXTOOnYtt5CnCDeGV,Robbery,Juice WRLD,gb,2019 Q1,2926033,31,31,41,3,2.0,1.0,41.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-21
1283,Butterflies (feat. Not3s)AJ Tracey,6DMXPshekQJR7uOMj0103y,Butterflies (feat. Not3s),AJ Tracey,gb,2019 Q1,2887570,109,23,145,35,5.0,2.0,110.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
