,Song ID,Spotify URI,Song Title,Performer,Region,Quarter,Quarterly Streams,Best Quarterly Position,Peak Position,Worst Position,Time On Chart,Consecutive Weeks,Instance,Previous Week,Chart URL
4303,"Knife Talk (with 21 Savage ft. Project Pat)Drake, 21 Savage, Project Pat",2BcMwX1MPV6ZHP4tUT9uq6,Knife Talk (with 21 Savage ft. Project Pat),"Drake, 21 Savage, Project Pat",gb,2021 Q4,834771,136,136,177,2,1.0,1.0,136.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-11
9318,You RightDoja Cat,0k4d5YPDr1r7FX77VdqWez,You Right,Doja Cat,gb,2021 Q4,828915,132,13,180,14,1.0,2.0,134.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-28
2791,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-EditRiton, Nightcrawlers, Mufasa, Hypeman, Dopamine",4cG7HUWYHBV6R6tHn1gxrl,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa, Hypeman, Dopamine",gb,2021 Q4,828336,191,191,199,2,1.0,1.0,191.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-16
610,"BEDJoel Corry, RAYE, David Guetta",0siYMEsGrzzzlWLXK5zJfS,BED,"Joel Corry, RAYE, David Guetta",gb,2021 Q4,825229,161,161,189,2,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-11
7169,"ShallowLady Gaga, Bradley Cooper",2VxeLyX666F8uXCJ0dZF8B,Shallow,"Lady Gaga, Bradley Cooper",gb,2021 Q4,792655,173,173,183,2,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-11
6771,Rumors (feat. Cardi B)Lizzo,6KgtcmCF9Ky68XC7ezxl3s,Rumors (feat. Cardi B),Lizzo,gb,2021 Q4,780896,119,28,181,9,8.0,1.0,99.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-07
3625,I Almost Do (Taylor's Version)Taylor Swift,2r9CbjYgFhtAmcFv1cSquB,I Almost Do (Taylor's Version),Taylor Swift,gb,2021 Q4,778304,51,51,51,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-18
5234,"Mood (feat. iann dior)24kGoldn, iann dior",4jPy3l0RUwlUI9T5XHBW2m,Mood (feat. iann dior),"24kGoldn, iann dior",gb,2021 Q4,778231,174,174,195,2,1.0,1.0,174.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-11
9533,exile (feat. Bon Iver)Taylor Swift,4pvb0WLRcMtbPGmtejJJ6y,exile (feat. Bon Iver),Taylor Swift,gb,2021 Q4,773722,138,6,180,12,1.0,2.0,180.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-28
2422,"Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version)Taylor Swift, Ed Sheeran",7qEUFOVcxRI19tbT68JcYK,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),"Taylor Swift, Ed Sheeran",gb,2021 Q4,765958,54,54,54,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-18
8770,"Wandered To LA (with Justin Bieber)Juice WRLD, Justin Bieber",5J6rTmMjF9DVIAF8G3M9n4,Wandered To LA (with Justin Bieber),"Juice WRLD, Justin Bieber",gb,2021 Q4,756839,71,71,71,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-09
983,Billie JeanMichael Jackson,5ChkMS8OtdzJeqyybCc9R5,Billie Jean,Michael Jackson,gb,2021 Q4,754773,169,115,197,7,1.0,6.0,173.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-28
1981,Didn't KnowTom Zanetti,3kNWyHdLVW1x6pn9EnSQ1H,Didn't Know,Tom Zanetti,gb,2021 Q4,747816,140,21,199,34,33.0,1.0,124.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-10-07
8845,"We Don't Talk About BrunoCarolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",52xJxFP6TqMuO4Yt0eOkMz,We Don't Talk About Bruno,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",gb,2021 Q4,746439,86,86,86,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-12-30
8240,The Very First Night (Taylor's Version) (From The Vault)Taylor Swift,6pYNq0ZwpPVazKzsqpf0G8,The Very First Night (Taylor's Version) (From The Vault),Taylor Swift,gb,2021 Q4,745354,59,59,59,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2021-11-18
